Id,SalePrice
1064,387393.7108557932
1923,162324.31707940064
1988,112106.46985191293
2325,179039.59808900673
114,207508.29727142863
2700,177612.55023706425
217,125773.91461253539
343,179254.6688148491
386,247050.89385448117
2005,145457.94619903807
2908,165174.27275801916
1814,236627.00829665363
2446,426134.2589981137
208,124609.36187691614
1679,101060.88972930331
822,300374.44283917826
6,206886.68124972004
1781,342359.6939610513
2397,272742.68806720246
2340,287668.9112202069
1618,183117.23775520176
2843,100467.30948793702
1061,321055.4564084895
2786,113217.97225582786
1935,138373.92957204487
1341,112212.02553692646
521,286720.1869020574
2136,126352.80020717904
996,202359.650623139
227,140109.71673323587
135,158505.89897960983
1167,156118.4816475641
294,217385.7764523439
1776,213346.09312946163
540,207131.9295317456
1717,190977.82629322726
2303,134494.07063986175
116,179602.66703895945
127,146430.2679231353
1371,149656.4603384938
1014,185914.86792206112
1507,122309.9100117581
702,136900.88088514563
750,152963.04344678298
261,150272.6212396277
1559,45753.55464018602
577,251275.3439942412
2812,214590.78239927348
2080,167128.16391061153
1368,130756.8599269893
2376,118622.06321498938
659,121126.07410146575
1235,121739.09034730494
332,58563.91733344644
1917,149261.5149878664
2094,237134.9923117645
1460,285322.63487504795
1471,210127.6384212114
1509,120952.41620657593
1922,147452.27652140148
433,403128.9688948067
460,266280.9837438138
1116,258778.2747342633
1137,180888.0187678542
53,191080.38731166255
2354,256717.72351343092
1475,213630.62015232816
1761,372011.03642456234
842,130745.08445618302
2739,170356.9654331021
2509,158607.60306937806
1007,227125.64472382888
2610,201322.4831103757
1952,70759.31194958091
2719,155830.32798198052
2921,66688.49106854852
1966,126474.7780109318
292,122614.53479887545
1204,211655.6493612472
1829,276477.99656770285
2419,213315.99635208864
391,179605.30115837045
798,131297.09328582045
481,213134.93879916985
193,209655.21473194472
555,111774.14820948523
899,55497.93919506576
2357,223450.8499404434
328,129598.54977443162
1356,125218.15433047991
1154,91718.57267936599
1730,195907.64754792582
2249,163578.35491329432
1119,262869.56075280905
2856,126800.25340546574
1394,157839.55349740107
2587,118865.67338376772
61,314257.14801197406
2661,190051.74455522466
2711,126185.23456119653
1147,190752.2452126667
757,140365.8766884217
2623,85947.85422044061
2378,142793.1237011673
1413,157955.67508263234
1722,237538.51662033983
1112,222468.87981067505
1623,206635.7741025258
1201,185357.30134760868
1513,101303.3664942272
957,462582.5911753746
1171,256534.93272479624
1145,212355.90333367418
2726,250560.667654193
703,175576.70795308426
760,89315.7370400345
1964,132357.35802303907
2512,172528.6982150143
159,147896.31585559156
1281,170967.45108908415
468,190363.19120724313
290,132107.9375590738
665,87451.9564360166
1463,270457.7840198893
1792,239440.6641683234
923,166318.48990867473
500,259084.39615911432
1408,177369.81661750004
331,56635.21317676827
170,122615.4677123893
2192,80336.77552369144
2571,206347.15018379968
2314,190682.70674485248
2647,93339.36700095795
422,354725.7635089308
2457,331580.1680046497
1838,203864.91217067093
2805,264008.71831677854
1645,172559.3935933141
1711,290911.85543864314
2825,262021.8417705139
322,328957.9275203105
2103,267917.4258701112
342,134250.39257740695
600,109266.88324632868
488,205617.9712538002
1725,295788.48637781944
2246,261172.05598157924
2847,180946.84077357687
806,255995.49476095848
530,241717.78474000655
963,189189.19523505773
2678,51197.534515124746
171,89859.26875198632
2401,350253.79122856073
805,245663.8407342648
2259,266198.81216947176
1748,210774.347986022
1361,141820.9352046717
1677,132891.23030746728
1406,172948.24923822097
2322,262427.1101345448
688,166537.08905264735
143,137768.06380968913
804,227692.3273436278
1214,157684.5515058767
2828,150148.21865892317
1999,172415.44507017545
2467,202147.62124485057
2665,170560.1842579106
1538,345608.06580362096
398,97509.06837267615
2822,152549.686227398
2157,144840.06300565414
1856,175338.73949454818
1269,114338.74062053021
2570,122127.41004374344
2320,253137.34442917164
1517,137846.6723995218
2304,129982.71703384537
1312,99809.9493568372
2012,129108.6697739847
506,251083.5596698681
2865,198447.06578572933
2367,114201.27219093684
554,101547.36591772735
238,123215.82797555067
1954,107609.72957630828
2488,175624.04268509801
2291,65256.44488799106
1969,116782.04877316207
2725,168351.74132410344
1482,150035.3154071141
2763,205352.75316733122
503,250212.02759989258
1584,251159.49341106974
1531,127218.69591701031
2210,144991.04097631108
459,296928.2510607708
556,134173.93816052936
1347,126164.84043802414
1290,69668.1415827861
1388,101633.33944423497
1571,341067.6285221912
2754,222259.50321538374
765,122977.54513342772
2494,119060.92279492412
2870,222808.79970900808
7,222941.96857018024
1114,240988.4638811089
2418,282402.54515155405
291,131494.65939971711
18,316914.45696369186
39,312101.0262172483
1001,253811.43168866262
2442,246638.92586686835
616,113879.10480969027
2680,59409.34341554716
1414,101084.49964736402
289,127706.84783344157
40,255330.50097639952
860,128968.46013978496
409,134760.30202703178
673,151999.72751380596
2427,191161.94073581602
2036,253693.10600300692
2564,161567.38201633655
642,146634.33450443018
1008,190581.5085802935
1908,138244.55251058564
2519,215414.43654148746
1369,105029.84809769783
2855,170972.22628807835
712,90687.40215474367
1943,116858.25822654646
1958,144733.96653693728
107,170933.31788549107
2295,233896.76991818286
704,109255.88217237126
676,124641.12266417034
259,183301.96822252776
93,264044.94654495455
106,252434.45919716824
2315,207023.39425495453
1050,109223.95343820564
1095,223803.29004014842
2709,143620.80607109424
758,140099.7609755369
1496,163041.7406618651
2370,132257.5626059007
2458,280090.44094972126
2733,121589.41121920943
161,296002.87076076306
726,148214.7274329029
845,208599.9076898899
947,260554.266666675
2232,136484.20541230962
2563,156865.04215440527
2299,151768.46234115027
211,89118.45355827548
605,150645.1639216058
1478,228498.69921920728
2247,260606.41132093035
2274,209376.13646886684
2869,181573.78141577914
967,242281.54936104175
2656,102958.53045853041
667,194008.2766612852
1042,127980.47802940104
2023,169613.39532490075
2447,332105.6510688504
2055,129843.9808980897
2275,272272.21697248984
2204,172356.37181488145
1563,258607.4971828889
483,213749.9969995953
796,118108.90863806568
1526,153066.63829759788
2042,146529.244134577
442,305120.5999365328
1693,306108.4059339622
1468,221273.0537722241
1430,207922.51301261503
2605,162489.02160085738
1529,201653.12583515793
335,158091.82457694225
1287,135033.41460051667
31,89884.97263855767
1785,290276.116507221
82,199642.00211917423
2620,120315.65040003508
252,203346.7151578255
721,49756.236303074285
2165,191036.05887880828
2316,195642.95112326927
775,117299.98058265261
1558,57474.519838878885
17,253373.1793154832
1022,246665.01163661946
925,117485.6020013038
438,274516.1862991573
1270,134780.33546351735
1272,117831.24014086556
215,103800.64553865883
266,231068.80905976612
2402,267024.4187657237
1250,107099.30813251622
1984,115798.02691016812
1279,135256.37130750902
377,279404.80206692126
1252,161489.92869174108
2156,261389.69182742015
499,292634.0644712541
1374,123646.57926415093
2898,243239.12406205572
401,104557.34672841243
2721,188482.07957992982
2078,255503.4935549209
2589,112553.4341331441
1946,247702.49988977239
1334,118907.61482117232
2781,243200.3145700544
431,346249.4517471185
576,211110.24736500345
1474,214387.65440230165
2254,163024.63072413765
2155,288388.4388318751
885,107815.21014846116
643,138729.0228602495
1944,115195.83845631592
480,225893.7086960608
2845,97074.83639850654
2387,292432.9504837664
2407,216082.0956553556
2527,175714.61828391254
2514,154767.40184731781
629,185387.28276202455
80,236808.57195918728
1876,134464.9641706422
1546,130536.71029719803
2518,176484.37357502338
2347,167851.2066940358
783,212911.2941583926
1322,21927.02592936065
194,61054.99573660828
1770,271998.9466247596
2143,118389.27205638401
1229,243802.22686582152
511,266398.06032179855
46,219328.91361243557
1348,188025.4695527777
2465,199406.55133184418
387,253393.09750330076
873,231626.36045940872
1918,113961.94084974751
2764,248673.22392593324
2184,127305.73400990292
934,142250.54590898938
1920,128286.9531905707
2631,151723.93742745742
1768,460642.6363158105
2040,95442.67086881306
1749,233914.78890526854
834,225539.0462690927
1457,249564.42005099915
79,142901.53800175805
2302,129972.58088364638
1817,135873.788292842
2755,237990.50284988526
359,180660.22623495292
2059,105371.55985439662
2092,246774.02356668375
2516,246899.46760405973
150,117773.30224740691
1656,142815.40593025275
83,102558.29134667572
2411,199533.15955202654
795,77343.36779226456
2312,242250.912161991
2917,75458.30086308811
1624,192558.66440204252
2215,306236.2134197429
1211,165941.14138730243
1485,155220.14327235054
1024,174767.87323641125
570,185473.69326807093
2874,129841.19396238402
700,144708.50147689972
2756,233342.1478669867
2022,180317.54562843405
583,238482.11134130135
2392,322039.252229332
2424,214644.310806958
212,91450.25349397585
736,125477.6436181562
1610,164093.21107464936
890,115498.60504571162
467,197706.05528359488
578,244278.01405270398
1747,202740.3654469112
1149,161739.0472643394
2758,235128.44963506144
857,130179.71239827666
2219,289102.12578206975
733,115800.3500175327
2909,111391.50599586219
1798,270399.8308937643
235,102093.80668115802
2366,123973.41465191264
1027,132461.7731024744
1195,132441.62229489908
1303,9405.513340517879
148,198128.91880492307
608,156700.35599100497
2515,222378.25881686062
821,270417.87425852753
2500,284213.3612995995
745,108788.79383559898
741,115820.72618190385
1611,148262.3568234695
2532,114258.71984969266
1081,235045.05885927752
1692,347246.8416985152
2520,193240.8692872841
276,137803.60498922318
1992,130892.55441323109
663,9059.689423469827
418,150792.1967179738
1733,194684.7265721038
2359,166598.91744315065
253,209049.3509499319
1518,167006.10293866228
2035,149725.4496205598
2919,61324.18187762331
1540,242522.25617248192
2120,144746.95477121603
1674,183615.1611749204
256,141962.94508815184
2361,89433.16472636629
978,45875.125155786984
2280,149547.91193716135
2095,232974.23252456356
1709,296995.1595163848
2801,252257.50623374805
1246,104880.14883591235
2373,115587.35812112316
1055,264179.04967854824
2017,110592.85589018278
1099,273373.0712820478
1344,118808.90968682244
835,231269.4289900707
1117,221884.3409620449
2043,82834.25696155429
2085,120705.51387687307
410,155334.37706354912
2650,120765.99624351412
2867,175052.45373374317
1668,116664.78131520469
1161,171175.27237799577
2122,172750.35094328132
2539,129108.81462863274
1047,159369.90748639219
1445,123774.71910850704
541,157505.03197391145
569,210654.15391741972
1276,115904.53811249416
918,171443.57788927574
326,185985.3740193937
1936,127456.77130868845
895,74224.87779402733
257,131406.213912501
1241,194842.19637451041
1545,132536.1433158191
1189,177947.44914783258
270,144963.59256048873
2066,209812.30920039397
693,105893.69346549641
1259,130080.24457775522
2916,169990.27690801397
2321,297245.1526198108
1977,91243.24481662083
1895,178015.86513291486
1240,174785.32829732448
85,136693.08895434905
1823,94233.9665707862
825,285075.6257510558
110,230344.18503247947
697,119836.90326144733
2297,110266.09742783941
1231,127185.52648322191
1355,138757.50607628468
968,319276.11101727374
584,243309.69421111792
1315,133639.64543528203
1606,125367.33237758372
206,100525.22054404579
1685,303965.4025719948
2016,139126.7139852494
869,223301.92343987897
2135,113705.50850253273
2346,187801.92268387042
2430,224069.39779759385
2198,84539.00512913801
2652,83553.6278814841
27,99629.02383061405
241,185335.24920590315
906,112435.68176266458
1506,115077.10794879869
2098,319414.38658518996
1435,213322.93554216158
2213,176295.33655855805
1274,133150.60047263931
743,25687.085895607248
1737,215571.43684141524
2797,273936.0011221925
2185,75893.22614161391
58,203229.703792586
830,212027.4224565085
808,137572.3250054866
680,157275.8908172464
1153,87911.44422890339
1291,135227.4309137473
1818,193288.06768626813
2161,199257.39461365528
1883,119451.47578107286
350,333589.19666358083
2473,179326.90832286607
295,162426.05626778398
293,241207.64916506782
859,121917.33047546726
288,35919.42301388085
1578,156937.06589552388
102,158307.38567030802
2831,176536.91883667745
1030,185003.07301110402
2551,138424.1899467036
1286,143618.108323887
958,292835.2569866469
776,112686.54138457123
72,237106.06607961282
2263,259835.3508254569
1866,147182.1376537094
2876,54459.770141067915
2146,271427.6231282968
103,168720.03275559004
1500,149244.07579755224
492,211385.43218113203
167,124050.88253874425
2597,111860.52723494731
2685,103864.08765244298
1035,168940.4040879123
1220,46961.91531328764
2602,149849.29275174532
2159,224311.2292003939
695,154315.1504931366
1109,241069.25795470178
640,176552.35886242986
1652,146436.8902011076
2090,164119.18859368563
1188,219485.45369772054
2345,266212.5561473612
1059,343399.5489640124
2751,230800.15716012567
128,221127.58148437086
1523,166445.0410901308
2925,171814.3148220228
2145,287262.3635830516
1121,241337.11297421157
566,280166.6499871295
565,247701.10582573898
1331,132188.80973458942
2928,121396.56275102403
156,134783.24091589823
797,181538.06167423166
327,73661.90094278194
2859,163394.2198912492
1453,114895.45772439707
1762,298507.3120054491
1868,266741.67961277626
1760,211618.81034075748
1113,265539.64940884896
1812,200825.52404631302
117,160622.7747797668
1142,222536.5690631494
2342,349340.11898573674
927,131763.47911611758
2478,201540.7477976475
655,54169.01199364383
2064,123450.31366303656
369,246854.63515270595
2239,125807.19478557911
2732,219470.21552756242
1653,178161.26302078553
959,219926.65960394964
2395,298079.64269467816
1412,104643.28194022551
271,264831.2348241005
1484,149410.6384236412
1497,141584.68736076914
552,183002.24271758832
2,136480.17299201526
1855,282216.394647209
4,251566.49396439176
2292,151745.52080943808
134,147568.78538555186
646,101711.0498609608
42,292940.36631639954
532,229521.4494378483
713,69697.27754350379
2561,128112.59837664291
2360,144383.1809646776
1333,119617.61418384779
1407,272443.17673390266
2892,284455.1112185726
574,220024.81426098477
1227,218455.59460379928
2591,247394.89241699502
1476,227312.7486472465
1125,271988.7914533736
1446,131370.01586167514
408,113856.31157983001
1101,279824.3599761352
2251,179710.7698884867
373,208903.18416455202
2554,128270.79344324768
2382,269270.5825465359
1985,61218.99841147475
519,236848.0313021876
1093,208181.7286523534
864,268101.36994965654
2889,136103.53940017428
2308,176173.10404943675
986,160966.37529422808
1302,123011.59466593992
585,173238.23840200529
2708,164112.24637402128
147,128377.501333219
1441,231028.068204768
383,195774.50452048145
285,163634.74510806147
181,112454.86783742253
358,182956.16262431443
780,193735.4621936502
258,215842.82452237792
1865,214661.6212543305
692,133035.18500823714
2902,309093.2181031043
508,268033.0217953138
2638,142188.1695619803
36,149194.98742529564
611,180466.02358767204
2281,107223.31390057225
1678,120357.8917201804
1696,361995.2597275274
1557,75017.7447662875
2180,147734.07665511407
1726,229862.13939987682
951,155015.35171599034
267,245043.5586852366
2706,129310.00240429491
2221,245152.7529232027
1357,153280.62551255152
2901,299352.3295848891
347,205236.53608212527
2164,204285.06589582842
1586,293880.46705160476
360,175624.82494906522
1769,245747.7776554916
2617,221214.22724372149
1879,142392.5965124555
991,228498.99252002314
1535,121295.76005154848
1191,142042.75118413568
1579,206395.12261139043
1882,-37973.932836554945
1510,124111.8573216144
2196,146337.9263141947
1845,158234.00283165928
2336,342729.8883213727
942,85447.39219174348
861,122805.40763342474
2555,88527.81256337278
1392,161249.59906692617
2099,267231.04036361445
1543,134213.7166529335
948,295139.8728113137
1239,206731.73268480133
22,182043.8442722801
2796,223766.3599342443
2747,176808.79415070172
92,274489.9668202894
210,181272.16554854438
1858,221376.42277594004
2228,188536.5134346243
447,230492.77401732747
827,241808.78952232655
1649,226758.91139086988
682,137927.3564165011
2698,118587.19313827995
494,200345.23626692593
214,81937.09198574442
2441,260399.80209347792
2679,104804.76173770055
1336,114852.74509198964
465,216898.25011296105
1524,153737.011642145
2543,99759.68895349
631,135634.22359775286
2452,286918.65214197524
228,166758.44965594914
126,151582.56504453067
1092,223618.80655978993
1122,214007.62070009764
932,202918.14739245363
1980,78939.9733778499
2171,98989.86187961884
551,165093.26764678583
2768,170781.1995111853
2056,102661.0524808988
1159,339140.16661383025
2645,79603.6680432912
1174,164164.63742091134
2266,223988.10892634932
2462,352611.4719116697
1219,152036.0241557639
2922,174976.25509247277
118,132591.15700965375
474,192036.82496708632
2576,165512.48315241933
872,278277.7718427079
1077,230139.18131854106
1536,166697.22505355254
1150,117121.31435204111
2341,296053.80609719455
1931,147474.18797390256
2785,117808.63651836663
2538,130116.03025355563
597,238060.99327168427
464,195126.41585103888
233,241230.61906619277
2169,118297.11970722862
2123,169224.15427331347
1867,184524.04263368715
137,276335.044275525
515,236656.47260741238
933,135088.12262351532
2784,173152.93535959907
972,159580.16233627405
599,195311.50030472502
2614,131205.24361083843
2582,125320.31168379635
1409,184153.893493684
175,67898.9019702375
352,230716.53445994388
976,65773.19792696554
2134,221499.92404346634
984,113069.67386257835
2396,327003.53139669076
1673,163918.0819479935
404,116794.14565984346
607,170024.1277137976
814,136785.1031422466
868,204728.60662096646
2271,198672.94319440983
1633,217868.01909918804
337,168558.54657915607
2765,184431.2611036133
1746,244045.6081339661
368,301427.995529511
2806,213306.88625817746
1662,188745.6216019513
1234,211332.6159680225
1373,131758.25881790929
1672,92440.39744824264
1939,112728.91600798815
